"","Tree.ID","species","dbh","Plot","mean_Soil_Water_Content_m3pm3","sd_Soil_Water_Content_m3pm3","mean_Soil_Electrical_Conductivity_Spm","sd_Soil_Electrical_Conductivity_Spm","stemflux_C02_mean","stemflux_CH4_mean","stemflux_CO2_sd","stemflux_CH4_sd"
"1","153","rm",19.32,"G1",0.209224117647059,0.157354294390828,0.00990411764705882,0.00727382899409205,1.32285882712679,0.011662818031314,1.08352304964834,0.00833663211125249
"2","165","rm",17.61,"G1",0.28086,0.121589207360961,0.010065,0.00375140329299139,0.954159298799302,0.0344437962544695,0.933592821398539,0.0204030273647689
"3","175","ro",35.21,"G1",0.256390588235294,0.083662399519631,0.00835941176470588,0.00231839510919794,2.88144092085687,0.0186239520904817,1.92726770561685,0.00868466063037715
"4","176","rm",24.44,"G1",0.291771764705882,0.0981934724940572,0.0124488235294118,0.0043509724234258,2.11908534850218,0.00396388634779596,1.9835842714631,0.00551634254380705
"5","217","hem",35.65,"C1",0.24871,0.137478857829122,0.0100452941176471,0.00575337413789406,0.515681366005602,0.0085793360111177,0.365628587182724,0.00711134424776491
"6","236","hem",17.21,"F1",0.280568235294118,0.158083016807439,0.00973529411764706,0.00549135242636896,0.682404053022902,0.0164877119040319,0.356468695603636,0.0145414029921945
"7","288","hem",24.94,"D2",0.315736666666667,0.124657142878329,0.0109255555555556,0.00421362806117347,0.722066173053668,0.00770389072838145,0.377970235939801,0.00410532188119014
"8","302","ro",41.4,"H1",0.182619411764706,0.114636161314318,0.00795823529411765,0.00547670548242066,0.934101847433969,0.0220629806787194,0.568364932271712,0.0106682457174595
"9","309","ro",39.76,"H1",0.309521764705882,0.149213704348633,0.0159923529411765,0.00817297568928521,1.19593361598392,0.00656785402941275,0.728180039641075,0.00655489272011055
"10","318","rm",25.94,"H1",0.178074705882353,0.120489278159804,0.00833882352941176,0.00486960840616694,1.07834107955602,-0.0015846065001847,0.797950639640587,0.0178542298969984
"11","351","hem",27.31,"C1",0.233930625,0.0800717449515329,0.010966875,0.00478228079302474,0.812388433327942,0.0100895717547736,0.458092221031642,0.00507942297386304
"12","356","ro",39.63,"C1",0.278937058823529,0.168819722143353,0.0152141176470588,0.00954396278991563,0.71147953941494,0.0114277075527615,0.399373322016703,0.00723178402789619
"13","362","ro",42.68,"C1",0.255723529411765,0.137571435713467,0.0103711764705882,0.00509997166947148,0.560555618134778,0.0145344740096512,0.434775438066416,0.00651253890337228
"14","366","ro",37.11,"C1",0.272220588235294,0.105755213078989,0.0122947058823529,0.00604395991636181,0.485556564053455,0.0308053989646462,0.266470822914117,0.0150727824194676
"15","380","rm",21.72,"C2",0.217071764705882,0.0924357487146676,0.00520294117647059,0.0024197152846613,0.538052526488898,0.332929440778164,0.224199481720491,0.186550979788091
"16","386","ro",42.74,"C2",0.152001176470588,0.101558469666638,0.00654823529411765,0.00396593657805776,0.571470486027996,0.0290812387657293,0.278583668776576,0.00690456474988517
"17","411","rm",28.7,"BGS",0.186768235294118,0.130271206730195,0.00746,0.00467794559609237,0.411431593415154,0.0640698376762562,0.287948391581421,0.0265719389731212
"18","412","bg",19.4,"BGS",0.321581764705882,0.170922525001654,0.0141988235294118,0.00728591096084846,0.859128880281509,0.889773497857502,0.636603067632928,0.616869756474894
"19","413","rm",26,"BGS",0.257436470588235,0.119555993416327,0.0112629411764706,0.00560720715319343,1.20765585795885,0.115640625980211,0.788851951504328,0.058418674507015
"20","414","bg",27.8,"BGS",0.544345,0.221423822747237,0.018350625,0.00806924487896276,0.714976453257524,3.24329049732899,0.38424800788039,2.76115319820371
"21","417","hem",28.1,"BGS",0.174450588235294,0.139634358928533,0.00664352941176471,0.00405345830923495,0.440801262190155,0.025700650310664,0.221596704037847,0.026084460125154
"22","418","rm",26.7,"BGS",0.371015882352941,0.134579188958528,0.0153076470588235,0.00602363524938613,1.62344082816079,0.0636281829936768,1.22135727704418,0.0573180184892504
"23","419","rm",20.6,"BGS",0.306322352941176,0.147313174161776,0.0128894117647059,0.00581581622666612,0.835426352709919,0.0308855937931704,0.590066641110562,0.0202869203595926
"24","420","rm",25.2,"BGS",0.542698235294118,0.197149308971503,0.0168194117647059,0.0070248963253811,1.98295849424181,0.0734700971701387,1.49744229319581,0.0289133409955672
"25","421","rm",25,"BGS",0.427955294117647,0.238525887670438,0.0136317647058824,0.00832858423990395,0.603492347348538,0.054272091153755,0.328346199148086,0.0148137278632563
"26","422","rm",18.8,"BGS",0.463855,0.229635356395017,0.0147375,0.00698836223064222,0.906613829974611,0.0490813637245051,0.716537113370916,0.021413708234623
"27","423","hem",21,"BGS",0.634466428571429,0.198922029433535,0.0122835714285714,0.00453313545274869,0.496359342146209,0.00515463380224693,0.233420339725651,0.0807234029443062
"28","424","rm",17.1,"BGS",0.415419411764706,0.182064733181312,0.0121235294117647,0.00491505969085889,1.02688149983369,0.3253625914803,0.783458597782283,0.225727584099043
"29","425","hem",26.1,"BGS",0.546565882352941,0.246359191757148,0.0137364705882353,0.00757867975076833,0.574121027544745,0.0303295169086689,0.322646403647273,0.0406982660297978
"30","426","rm",24.2,"BGS",0.180816470588235,0.113994694664992,0.00731176470588235,0.00409324479370297,0.659247737121857,0.253661792345399,0.313135183631316,0.181870336481422
"31","427","bg",19.6,"BGS",0.402320588235294,0.164921521885054,0.0215217647058824,0.010372039478385,0.509263582140318,0.800599592752799,0.366804600454598,0.493554857677045
"32","428","hem",28.8,"BGS",0.435308125,0.265309541258728,0.012639375,0.00721653237942804,0.566317663230564,0.114884166415967,0.343654374331283,0.113095767385152
"33","429","hem",18.5,"BGS",0.589513125,0.196856273144266,0.01546375,0.00586895774392694,1.33486521932514,0.0191042773144268,0.785435862692926,0.0201533092780973
"34","431","bg",16.9,"BGS",0.58618125,0.211809841473431,0.014790625,0.00560322225003911,0.71170621111421,0.226744706437714,0.437325511911031,0.113666428464743
"35","432","hem",31,"BGS",0.526597647058824,0.24106151016207,0.0167464705882353,0.00758723841491131,0.561101150801167,0.0486006447679559,0.239860108792847,0.0354514034092488
"36","433","hem",29.1,"BGS",0.561819285714286,0.226777117976907,0.0129042857142857,0.004834510100526,0.541212993747589,0.018599875249365,0.333094549298628,0.011499021815707
"37","434","bg",25,"BGS",0.288494117647059,0.147293486450472,0.0112482352941176,0.00598096588697649,0.717902726534207,0.100862087261862,0.511783941574043,0.0583649369251904
"38","435","bg",19,"BGS",0.56856,0.248180486575127,0.0119638461538462,0.00610649591072428,0.888545058970416,1.58943134481893,0.732568240101333,1.54577951450902
"39","436","hem",19.5,"BGS",0.510101875,0.244729738288825,0.014301875,0.00692733543651526,0.26785200693912,0.070502801437053,0.149458626492247,0.107808674679635
"40","438","hem",18.8,"BGS",0.584526923076923,0.207564633844682,0.0136584615384615,0.0062671336432666,0.658494840622141,0.0636018859801953,0.409952040308931,0.0936324103586633
"41","439","hem",35.7,"BGS",0.41863125,0.206323874297184,0.01396875,0.00700273839294315,0.131610916357935,0.0836742322362562,0.0886231961570935,0.111183626654339
"42","441","bg",25.7,"BGS",0.547122352941177,0.177236153180207,0.0145705882352941,0.00584973553952253,0.544592740597354,4.93232770757332,0.375361956486474,4.82091766973043
"43","442","rm",17.3,"BGS",0.461952352941176,0.246501081552633,0.0138441176470588,0.00679178461343513,0.82526699651004,0.258127342388731,0.485368998704803,0.20583063909586
"44","443","bg",24.7,"BGS",0.472958823529412,0.196199987986823,0.0168211764705882,0.00739666299958378,0.763078749094221,0.480801683001628,0.455311498021878,0.144248817465722
"45","444","bg",25.2,"BGS",0.470627647058824,0.239205208595293,0.0167647058823529,0.00818632634156422,0.757178211505818,1.1524457334587,0.508035557630441,1.66488838964674
"46","452","bg",27.2,"BGS",0.503850588235294,0.22658562982542,0.0131752941176471,0.00590641295293414,0.797586788442767,1.77132931186081,0.436328562840517,1.93472188246276
"47","529","rm",26.17,"D1",0.219860666666667,0.142476941165262,0.0122833333333333,0.00851042190213746,0.348955929403597,0.0572629039781629,0.139558529775396,0.0293764786840498
"48","544","ro",35.85,"D1",0.192068235294118,0.120180937560585,0.00792941176470588,0.0044602893272021,0.963100013811949,0.0112362514358294,0.55322299136319,0.00647728809076783
"49","583","rm",22.11,"D2",0.1756175,0.0738280900019317,0.00460125,0.00185283521483518,0.454144442320382,0.0104486825192954,0.207581687910472,0.00512961588301917
"50","677","hem",31.4,"E1",0.386145882352941,0.160699721727311,0.0183082352941176,0.00591202189958533,0.540664904565072,0.0101182284223307,0.284918870229222,0.00735991157743667
"51","678","hem",18.16,"E1",0.435302666666667,0.230395140061177,0.0114353333333333,0.0049061504645651,0.948637998971417,0.0135613927053507,0.612602394239197,0.00898211632483162
"52","876","hem",32.87,"E5",0.194235,0.127420653270967,0.01114,0.00783359261982223,0.504219287407731,0.00630533100901151,0.350773649377127,0.00528827860438157
"53","880","ro",39.55,"E5",0.241505,0.142191998837253,0.012485,0.00806572088119427,0.649080692754621,0.0100647034437359,0.416217274140509,0.00665830301012644
"54","889","hem",29.41,"E5",0.15921125,0.119157063233085,0.00776375,0.00502674961248983,0.2656745887378,0.010100458898919,0.169206416348046,0.00631294913675399
"55","892","rm",20.31,"E5",0.32049625,0.156940399000172,0.018743125,0.0084423272610894,0.322990721069198,0.0103450557948192,0.152886774405184,0.00724605161347523
"56","893","hem",26.45,"E5",0.259714375,0.107756735162665,0.01197875,0.00504843457585286,0.352833478436626,0.0111082210224599,0.205030430093121,0.00277579479918211
"57","895","rm",24.02,"E5",0.267809375,0.128991927161806,0.01168875,0.00487637416529946,0.614330400050969,0.00553851553233637,0.359473460843555,0.00237253863263297
"58","903","ro",34.78,"E5",0.21371625,0.111189707729628,0.009223125,0.00415815779522615,0.908867151234175,0.00706751719187193,0.512034180216428,0.00300786952872567
"59","905","hem",23.93,"E5",0.175073125,0.12237056305712,0.009274375,0.00580982153340359,0.175223711672408,0.00643337992423257,0.129639009675309,0.0035685146640134
"60","933","rm",21.9,"F1",0.529916666666667,0.220592437950516,0.0127686666666667,0.00367503326839493,0.750739218969216,0.197991094931093,0.360909058225545,0.207274620064497
