axis_id,threshold_method,ert_threshold,silhouette,balance,coherence,n_I,n_II,n_III,n_IV,n_total,n_empty_quads,has_all_quads,composite
sd__site_znorm,gmm,0.10251595447308537,0.441822203784471,0.9147121828528005,1,22,20,7,8,57,0,TRUE,0.783315817037765
gini_x_negmean__product,median,-93.33941499999999,0.44134096113090715,0.9147121828528005,1,22,20,8,7,57,0,TRUE,0.7831473821090176
negmean_x_abscma__product,median,-83.97415,0.44120655162206524,0.9147121828528005,1,22,20,8,7,57,0,TRUE,0.7831003387809229
negmean_x_abscma__product,gmm,-82.665057300166,0.44120655162206524,0.9147121828528005,1,22,20,8,7,57,0,TRUE,0.7831003387809229
entropy__species_znorm,otsu,-0.07169996206554712,0.4772434939786091,0.864141019964567,1,14,28,4,11,57,0,TRUE,0.7830704778836549
cma__site_znorm,median,0.15457012522322267,0.44067406213688426,0.915315040318238,1,21,21,7,8,57,0,TRUE,0.783064681827469
abs_cma__site_znorm,median,0.15457012522322267,0.44067406213688426,0.915315040318238,1,21,21,7,8,57,0,TRUE,0.783064681827469
neg_mean__lutz_species,gmm,18.77894894407808,0.4555860547791642,0.8942425547865971,1,21,21,11,4,57,0,TRUE,0.7830157578693567
mean__lutz_species,gmm,-18.851523428707814,0.4555860547791642,0.8942425547865971,1,21,21,4,11,57,0,TRUE,0.7830157578693567
neg_radgrad__species_site_znorm,median,-0.1478623498507942,0.4397481452405084,0.915315040318238,1,21,21,7,8,57,0,TRUE,0.7827406109137375
PC2__pca_species_norm,mean,-4.226638532344894e-16,0.4459512044923482,0.9064726381299401,1,18,24,9,6,57,0,TRUE,0.7827010811048069
sd__lutz_species_site,median,-11.085000000000008,0.44210839238428673,0.9113120463360942,1,20,22,6,9,57,0,TRUE,0.7825659489185238
cma__lutz_species,median,0.011483333333333345,0.43924943912558884,0.9147121828528005,1,22,20,8,7,57,0,TRUE,0.7824153494071562
abs_cma__lutz_species,median,0.011483333333333345,0.43924943912558884,0.9147121828528005,1,22,20,8,7,57,0,TRUE,0.7824153494071562
PC2__pca_raw,median,0.04248082417181004,0.4379462022003172,0.9147121828528005,1,22,20,8,7,57,0,TRUE,0.7819592164833111
abs_radgrad__species_znorm,otsu,0.2487695602849608,0.4520075385185179,0.8933151303547862,1,27,15,7,8,57,0,TRUE,0.7815314210701777
entropy__site_znorm,gmm,-0.3208539166219159,0.49345363294624955,0.8352311389579729,1,10,32,6,9,57,0,TRUE,0.7815165562706805
sd__species_site_znorm,otsu,0.05786894389532276,0.4431863705399049,0.9043837883887023,1,22,20,5,10,57,0,TRUE,0.7812111767861422
entropy__raw,gmm,16.639334408661153,0.49234370864209326,0.8352311389579729,1,10,32,6,9,57,0,TRUE,0.7811280827642259
entropy__lutz_global,gmm,-0.1145298770531275,0.49234370864209326,0.8352311389579729,1,10,32,6,9,57,0,TRUE,0.7811280827642259
cma__lutz_species_site,median,0.01834444444444444,0.43487369543017007,0.9147121828528005,1,22,20,8,7,57,0,TRUE,0.7808838391137596
abs_cma__lutz_species_site,median,0.01834444444444444,0.43487369543017007,0.9147121828528005,1,22,20,8,7,57,0,TRUE,0.7808838391137596
neg_mean__species_znorm,mean,1.129700621548405e-16,0.45203395512403766,0.8888002891150057,1,24,18,11,4,57,0,TRUE,0.7804119565721647
mean__species_znorm,median,-0.09760926117779897,0.45203395512403766,0.8888002891150057,1,18,24,4,11,57,0,TRUE,0.7804119565721647
mean__species_znorm,mean,-1.129700621548405e-16,0.45203395512403766,0.8888002891150057,1,18,24,4,11,57,0,TRUE,0.7804119565721647
mean__species_znorm,otsu,-0.09760926117779897,0.45203395512403766,0.8888002891150057,1,18,24,4,11,57,0,TRUE,0.7804119565721647
sd__species_site_znorm,gmm,0.15414623821666268,0.4419006684716933,0.90257247052053,1,23,19,5,10,57,0,TRUE,0.780308351595225
radialgradient__species_site_znorm,median,0.1478623498507942,0.4331634046710563,0.9147121828528005,1,22,20,8,7,57,0,TRUE,0.7802852373480698
PC2__pca_raw,otsu,0.07525765620002253,0.43549443820243067,0.9113120463360942,1,22,20,6,9,57,0,TRUE,0.7802510649548743
neg_radgrad__site_znorm,median,-0.014235891971277885,0.4365315859121409,0.9095007284679221,1,23,19,9,6,57,0,TRUE,0.7801612371862298
entropy__lutz_species,median,-0.03528333333333222,0.48364162508194253,0.8434875596481377,1,16,26,2,13,57,0,TRUE,0.7801464586907143
entropy__lutz_species,otsu,-0.07013399999999734,0.4735340309096494,0.8571488754739606,1,15,27,3,12,57,0,TRUE,0.7800241296868674
cv_x_absradgrad__product,otsu,125.5118844,0.47001538976948914,0.8614856395892377,1,30,12,6,9,57,0,TRUE,0.7798767963166305
sd_x_abscma__product_species_znorm,gmm,0.17716004414956726,0.433287155051523,0.9129008649846284,1,23,19,7,8,57,0,TRUE,0.7798757205141901
sd__species_site_znorm,mean,1.947759692324836e-17,0.4390194410207338,0.9043837883887023,1,20,22,5,10,57,0,TRUE,0.7797527514544323
radialgradient__site_znorm,median,0.014235891971277885,0.43376959224257855,0.9113120463360942,1,20,22,6,9,57,0,TRUE,0.7796473688689259
radialgradient__lutz_global,otsu,-48.08499999999998,0.4670828876142119,0.864141019964567,1,14,28,11,4,57,0,TRUE,0.7795142656561159
neg_radgrad__lutz_global,otsu,48.08499999999998,0.4670828876142119,0.864141019964567,1,28,14,4,11,57,0,TRUE,0.7795142656561159
radialgradient__raw,otsu,-13.939999999999973,0.46708288761421185,0.864141019964567,1,14,28,11,4,57,0,TRUE,0.7795142656561158
neg_radgrad__raw,otsu,13.939999999999973,0.46708288761421185,0.864141019964567,1,28,14,4,11,57,0,TRUE,0.7795142656561158
gini__species_site_znorm,median,-0.04842781131070911,0.45217246363636904,0.8845413154101415,1,25,17,11,4,57,0,TRUE,0.7793956911252645
entropy__lutz_species,mean,-0.057357225766435274,0.48629226154403604,0.8366990612194267,1,15,27,2,13,57,0,TRUE,0.7793770568452693
sd__species_site_znorm,median,-0.08223988055112258,0.43187821446822877,0.9113120463360942,1,20,22,6,9,57,0,TRUE,0.7789853866479036
entropy__species_site_znorm,median,0.14319317346136112,0.4799340920262771,0.8434875596481377,1,16,26,2,13,57,0,TRUE,0.7788488221212314
cv__species_site_znorm,mean,-1.0335299867398662e-16,0.45235585719022375,0.8818133689795014,1,28,14,9,6,57,0,TRUE,0.7787778922614536
neg_median__species_site_znorm,median,0.2415136084333694,0.4503117568439219,0.8845413154101415,1,25,17,11,4,57,0,TRUE,0.778744443747908
radialgradient__site_znorm,mean,2.921639538487254e-17,0.4291560565474892,0.9129008649846284,1,19,23,7,8,57,0,TRUE,0.7784298360377783
neg_radgrad__site_znorm,mean,-2.921639538487254e-17,0.4291560565474892,0.9129008649846283,1,23,19,8,7,57,0,TRUE,0.7784298360377783
entropy__species_znorm,median,0.07291909777898706,0.4787064867120789,0.8434875596481377,1,16,26,2,13,57,0,TRUE,0.778419160261262
abs_radgrad__site_znorm,otsu,0.18304302652753526,0.44208951119620665,0.8933151303547862,1,27,15,7,8,57,0,TRUE,0.7780601115073688
radialgradient__raw,mean,55.52789473684212,0.4473407453170956,0.8845413154101415,1,17,25,11,4,57,0,TRUE,0.7777045897135189
neg_radgrad__raw,mean,-55.52789473684212,0.4473407453170956,0.8845413154101415,1,25,17,4,11,57,0,TRUE,0.7777045897135189
radialgradient__lutz_global,mean,21.382894736842104,0.4473407453170956,0.8845413154101415,1,17,25,11,4,57,0,TRUE,0.7777045897135189
neg_radgrad__lutz_global,mean,-21.382894736842104,0.4473407453170956,0.8845413154101415,1,25,17,4,11,57,0,TRUE,0.7777045897135189
abs_radgrad__species_znorm,mean,1.0225738384705389e-16,0.4287204890902182,0.9098727746466464,1,24,18,7,8,57,0,TRUE,0.7775203648432379
radialgradient__species_site_znorm,otsu,-0.21662625734316204,0.43321064692318495,0.9022136644250758,1,17,25,9,6,57,0,TRUE,0.7771771425293836
radialgradient__species_site_znorm,gmm,-0.23670366262343867,0.43321064692318495,0.9022136644250758,1,17,25,9,6,57,0,TRUE,0.7771771425293836
neg_radgrad__species_site_znorm,otsu,0.21662625734316254,0.43321064692318495,0.9022136644250758,1,25,17,6,9,57,0,TRUE,0.7771771425293836
neg_radgrad__species_site_znorm,gmm,0.23611972224793054,0.43321064692318495,0.9022136644250758,1,25,17,6,9,57,0,TRUE,0.7771771425293836
abs_radgrad__raw,mean,199.46684210526317,0.42357947995278933,0.9129008649846284,1,23,19,7,8,57,0,TRUE,0.7764780342296334
abs_radgrad__lutz_global,mean,-0.7848245614035027,0.42357947995278933,0.9129008649846284,1,23,19,7,8,57,0,TRUE,0.7764780342296334
abs_radgrad__raw,otsu,232.59000000000006,0.44285367736599046,0.8852135054962077,1,28,14,7,8,57,0,TRUE,0.7763021634521485
abs_radgrad__lutz_global,otsu,32.33833333333339,0.44285367736599046,0.8852135054962077,1,28,14,7,8,57,0,TRUE,0.7763021634521485
entropy__site_znorm,otsu,-0.40880859634319944,0.4891421835381864,0.8196605248971294,1,9,33,6,9,57,0,TRUE,0.7761148954626474
entropy__raw,otsu,16.625116,0.48891678960679963,0.8196605248971294,1,9,33,6,9,57,0,TRUE,0.7760360075866622
entropy__lutz_global,otsu,-0.12874828571428687,0.4889167896067997,0.8196605248971294,1,9,33,6,9,57,0,TRUE,0.7760360075866622
neg_mean__raw,otsu,-398.75199999999995,0.43092431682807086,0.899544380182548,1,18,24,10,5,57,0,TRUE,0.7757096059354617
mean__raw,otsu,398.75200000000007,0.43092431682807086,0.899544380182548,1,24,18,5,10,57,0,TRUE,0.7757096059354617
neg_mean__lutz_global,otsu,-5.6008095238094615,0.4309243168280708,0.899544380182548,1,18,24,10,5,57,0,TRUE,0.7757096059354617
mean__lutz_global,otsu,5.6008095238095335,0.4309243168280708,0.899544380182548,1,24,18,5,10,57,0,TRUE,0.7757096059354617
radialgradient__raw,gmm,-50.68343790541927,0.4731942101438143,0.8395888430003434,1,13,29,12,3,57,0,TRUE,0.7755151843004208
neg_radgrad__raw,gmm,50.40432312032428,0.4731942101438143,0.8395888430003435,1,29,13,3,12,57,0,TRUE,0.7755151843004208
radialgradient__lutz_global,gmm,-84.82843790541915,0.47319421014381435,0.8395888430003434,1,13,29,12,3,57,0,TRUE,0.7755151843004208
neg_radgrad__lutz_global,gmm,84.54932312032429,0.47319421014381435,0.8395888430003435,1,29,13,3,12,57,0,TRUE,0.7755151843004208
radialgradient__species_znorm,otsu,0.108861530717874,0.42590153934049196,0.9056138009417821,1,25,17,8,7,57,0,TRUE,0.7754689890046177
neg_radgrad__species_znorm,otsu,-0.10886153071787359,0.42590153934049196,0.9056138009417821,1,17,25,7,8,57,0,TRUE,0.7754689890046177
neg_mean__lutz_species_site,otsu,34.966342857142884,0.4361761963578174,0.8897752343193986,1,26,16,10,5,57,0,TRUE,0.7751054773050857
neg_mean__lutz_species_site,gmm,42.78341269209118,0.4361761963578174,0.8897752343193986,1,26,16,10,5,57,0,TRUE,0.7751054773050857
mean__lutz_species_site,otsu,-34.966342857142884,0.4361761963578174,0.8897752343193986,1,16,26,5,10,57,0,TRUE,0.7751054773050857
mean__lutz_species_site,gmm,-43.02774388428937,0.4361761963578174,0.8897752343193986,1,16,26,5,10,57,0,TRUE,0.7751054773050857
neg_mean__species_site_znorm,median,0.24826681679811477,0.4394427003510355,0.8845413154101415,1,25,17,11,4,57,0,TRUE,0.7749402739753978
entropy__lutz_species_site,mean,-0.05776316485658597,0.4585441694004227,0.8571488754739606,1,15,27,3,12,57,0,TRUE,0.7747776781586381
gini__species_site_znorm,mean,-1.081006629240284e-16,0.4424871330058374,0.8790311432518564,1,26,16,11,4,57,0,TRUE,0.7746282823650071
abs_radgrad__site_znorm,mean,4.041601361574035e-17,0.4200118326332113,0.9098727746466464,1,24,18,7,8,57,0,TRUE,0.7744723350832855
entropy__lutz_species_site,median,-0.03528333333333222,0.4668064035816205,0.8434875596481377,1,16,26,2,13,57,0,TRUE,0.7742541311656016
neg_mean__lutz_species,mean,27.553251373382945,0.43173845994974863,0.8918283794529875,1,23,19,11,4,57,0,TRUE,0.7740655558456588
mean__lutz_species,mean,-27.553251373382945,0.43173845994974863,0.8918283794529875,1,19,23,4,11,57,0,TRUE,0.7740655558456588
negmean_x_abscma__product_species_znorm,median,0.09841553513926289,0.4253999798628305,0.899544380182548,1,24,18,10,5,57,0,TRUE,0.7737760879976276
neg_median__lutz_species,mean,32.681536416799574,0.430572770912785,0.8918283794529875,1,23,19,11,4,57,0,TRUE,0.7736575646827216
neg_median__lutz_species,otsu,20.80166666666662,0.430572770912785,0.8918283794529875,1,23,19,11,4,57,0,TRUE,0.7736575646827216
median__lutz_species,mean,-32.681536416799574,0.430572770912785,0.8918283794529875,1,19,23,4,11,57,0,TRUE,0.7736575646827216
median__lutz_species,otsu,-38.82899999999999,0.430572770912785,0.8918283794529875,1,19,23,4,11,57,0,TRUE,0.7736575646827216
neg_mean__species_znorm,median,0.09760926117779897,0.4357258051574712,0.8845413154101415,1,25,17,11,4,57,0,TRUE,0.7736393606576503
cv__species_znorm,median,-0.13617288621775026,0.4353170570438935,0.8845413154101415,1,25,17,11,4,57,0,TRUE,0.773496298817898
abs_radgrad__species_znorm,q75,0.4681235923689908,0.49314763787014665,0.8022973174348332,1,34,8,6,9,57,0,TRUE,0.7731760026132596
abs_radgrad__lutz_species,otsu,11.420363636363595,0.4189564275375662,0.9056138009417821,1,25,17,7,8,57,0,TRUE,0.7730381998735937
abs_radgrad__raw,median,180.35,0.4116102522928901,0.915315040318238,1,21,21,7,8,57,0,TRUE,0.772892348382071
abs_radgrad__lutz_global,median,-19.90166666666667,0.4116102522928901,0.915315040318238,1,21,21,7,8,57,0,TRUE,0.772892348382071
neg_median__site_znorm,otsu,-0.24555889848270443,0.4527117791865764,0.8571488754739607,1,15,27,12,3,57,0,TRUE,0.7727363415837919
neg_median__site_znorm,gmm,-0.4040267172858376,0.4527117791865764,0.8571488754739607,1,15,27,12,3,57,0,TRUE,0.7727363415837919
median__site_znorm,otsu,0.24555889848270443,0.4527117791865764,0.8571488754739606,1,27,15,3,12,57,0,TRUE,0.7727363415837918
median__site_znorm,gmm,0.40370041147043595,0.4527117791865764,0.8571488754739606,1,27,15,3,12,57,0,TRUE,0.7727363415837918
entropy__raw,median,16.7517,0.4298871347221793,0.8888002891150057,1,18,24,4,11,57,0,TRUE,0.7726605694315142
entropy__lutz_global,median,-0.002164285714286507,0.4298871347221793,0.8888002891150057,1,18,24,4,11,57,0,TRUE,0.7726605694315142
sd_x_abscma__product,median,43.515428,0.4107630358353462,0.915315040318238,1,21,21,7,8,57,0,TRUE,0.7725958226219306
abs_radgrad__lutz_species,mean,-1.8524787347155791,0.41046368590163274,0.9147121828528005,1,22,20,7,8,57,0,TRUE,0.7723403357787716
PC2__pca_species_norm,median,0.1814606211865443,0.4094527156125487,0.915315040318238,1,21,21,7,8,57,0,TRUE,0.7721372105439516
entropy__site_znorm,median,0.21102861785116941,0.42822335108237924,0.8888002891150057,1,18,24,4,11,57,0,TRUE,0.7720782451575842
abs_radgrad__lutz_species,median,-20.97312500000001,0.4082460724686966,0.915315040318238,1,21,21,7,8,57,0,TRUE,0.7717148854436032
cv__species_site_znorm,median,-0.1967195037418832,0.4298272486507818,0.8845413154101415,1,25,17,11,4,57,0,TRUE,0.771574865880309
neg_mean__site_znorm,gmm,-0.15983156478001617,0.4165592848901724,0.899544380182548,1,18,24,10,5,57,0,TRUE,0.7706818447571974
mean__site_znorm,gmm,0.16072719501644683,0.4165592848901724,0.899544380182548,1,24,18,5,10,57,0,TRUE,0.7706818447571974
mean__lutz_species_site,median,-21.849999999999994,0.42409781814023695,0.8888002891150057,1,18,24,4,11,57,0,TRUE,0.7706343086278343
abs_radgrad__lutz_species_site,mean,-1.3721303258145359,0.4068528686525355,0.9129008649846284,1,23,19,7,8,57,0,TRUE,0.7706237202745445
abs_radgrad__lutz_species_site,otsu,-2.4530666666666425,0.4068528686525355,0.9129008649846284,1,23,19,7,8,57,0,TRUE,0.7706237202745445
radialgradient__species_znorm,median,-0.05407510026836533,0.40531559457743965,0.9147121828528005,1,22,20,8,7,57,0,TRUE,0.770538503815304
radialgradient__species_znorm,mean,1.5582077538598687e-17,0.40531559457743965,0.9147121828528005,1,22,20,8,7,57,0,TRUE,0.770538503815304
neg_radgrad__species_znorm,mean,-1.5582077538598687e-17,0.40531559457743965,0.9147121828528005,1,20,22,7,8,57,0,TRUE,0.770538503815304
cv__lutz_species_site,mean,0.06548553327763854,0.4471887322759528,0.8545573816418457,1,30,12,10,5,57,0,TRUE,0.7701554017070448
gini__raw,mean,0.27737368421052633,0.4148261919014255,0.8967034922667907,1,26,16,9,6,57,0,TRUE,0.7693650402321967
gini__lutz_global,mean,0.018235588972431088,0.41482619190142545,0.8967034922667907,1,26,16,9,6,57,0,TRUE,0.7693650402321965
mean__lutz_species,median,-43.25818181818181,0.41963473945646973,0.8888002891150057,1,18,24,4,11,57,0,TRUE,0.7690722310885157
neg_mean__lutz_species_site,median,21.849999999999994,0.42177549337724574,0.8845413154101415,1,25,17,11,4,57,0,TRUE,0.7687567515345713
abs_radgrad__species_znorm,median,-0.10983167128568468,0.39948651534649177,0.915315040318238,1,21,21,7,8,57,0,TRUE,0.7686490404508316
negmean_x_abscma__product_species_znorm,mean,1.5582077538598687e-17,0.4159249289460581,0.8918283794529875,1,23,19,11,4,57,0,TRUE,0.7685308199943671
negmean_x_abscma__product_species_znorm,otsu,0.011555395039532956,0.4159249289460581,0.8918283794529875,1,23,19,11,4,57,0,TRUE,0.7685308199943671
negmean_x_abscma__product_species_znorm,gmm,-0.0388762143392935,0.4159249289460581,0.8918283794529875,1,23,19,11,4,57,0,TRUE,0.7685308199943671
neg_radgrad__species_znorm,median,0.05407510026836533,0.39846299264674145,0.915315040318238,1,21,21,7,8,57,0,TRUE,0.768290807505919
neg_mean__site_znorm,otsu,-0.0994925704976969,0.4046760796840512,0.90257247052053,1,19,23,10,5,57,0,TRUE,0.7672797455195505
mean__site_znorm,otsu,0.0994925704976969,0.4046760796840512,0.90257247052053,1,23,19,5,10,57,0,TRUE,0.7672797455195505
neg_mean__lutz_species_site,mean,31.057171400724034,0.4211191766827785,0.8790311432518564,1,26,16,11,4,57,0,TRUE,0.7671494976519365
mean__lutz_species_site,mean,-31.057171400724034,0.4211191766827785,0.8790311432518564,1,16,26,4,11,57,0,TRUE,0.7671494976519365
cv__raw,median,0.4765,0.3992948773948668,0.9095007284679221,1,23,19,9,6,57,0,TRUE,0.7671283892051839
cv__lutz_global,median,0.005814285714285716,0.3992948773948668,0.9095007284679221,1,23,19,9,6,57,0,TRUE,0.7671283892051839
PC4__pca_species_norm,otsu,0.10649480506776328,0.40437087044324993,0.9022136644250758,1,25,17,6,9,57,0,TRUE,0.7670832207614063
median__lutz_species,median,-54.983750000000015,0.4131933721429506,0.8888002891150057,1,18,24,4,11,57,0,TRUE,0.7668177525287841
radialgradient__lutz_species,otsu,8.522363636363622,0.39592390464567945,0.9129008649846283,1,23,19,8,7,57,0,TRUE,0.7667985828721449
neg_radgrad__lutz_species,otsu,-8.522363636363622,0.39592390464567945,0.9129008649846284,1,19,23,7,8,57,0,TRUE,0.7667985828721449
PC1__pca_raw,otsu,-0.5041537731784027,0.4222669824996805,0.875755097881169,1,13,29,7,8,57,0,TRUE,0.7667322183451805
neg_mean__raw,gmm,-381.34009207516306,0.4016606754363726,0.9043837883887023,1,20,22,10,5,57,0,TRUE,0.7666771834999059
mean__raw,gmm,379.6786359011693,0.4016606754363726,0.9043837883887023,1,22,20,5,10,57,0,TRUE,0.7666771834999059
neg_mean__lutz_global,gmm,11.811098401027394,0.40166067543637257,0.9043837883887023,1,20,22,10,5,57,0,TRUE,0.7666771834999059
mean__lutz_global,gmm,-13.472554575021547,0.40166067543637257,0.9043837883887023,1,22,20,5,10,57,0,TRUE,0.7666771834999059
abs_radgrad__lutz_species,q75,57.66,0.47385233688034123,0.8022973174348332,1,34,8,6,9,57,0,TRUE,0.7664226472668277
abs_radgrad__site_znorm,median,-0.14257047629783495,0.3925564234191761,0.915315040318238,1,21,21,7,8,57,0,TRUE,0.7662235082762711
cv_x_absradgrad__product_species_znorm,q75,0.5377849754354703,0.4657205623724361,0.8127322669497373,1,33,9,5,10,57,0,TRUE,0.7661852635677869
abs_radgrad__site_znorm,q75,0.4577335031500812,0.46563790547325873,0.8127322669497373,1,33,9,5,10,57,0,TRUE,0.7661563336530749
cv__raw,mean,0.5232736842105263,0.41525034892846946,0.8818133689795014,1,28,14,9,6,57,0,TRUE,0.7657909643698396
cv__lutz_global,mean,0.05258796992481205,0.41525034892846946,0.8818133689795014,1,28,14,9,6,57,0,TRUE,0.7657909643698396
cv_x_abscma__product,gmm,0.07343610791027075,0.417037762726799,0.8790311432518564,1,16,26,11,4,57,0,TRUE,0.7657210027673437
abs_radgrad__lutz_species_site,median,-11.607142857142861,0.3907446286281357,0.915315040318238,1,21,21,7,8,57,0,TRUE,0.765589380099407
neg_radgrad__raw,q75,70.92,0.46709085388693256,0.8082697069705846,1,30,12,2,13,57,0,TRUE,0.7655492256030726
neg_radgrad__lutz_global,q75,105.065,0.46709085388693256,0.8082697069705846,1,30,12,2,13,57,0,TRUE,0.7655492256030726
radialgradient__lutz_species_site,mean,0.5170258980785225,0.39055745430115374,0.9153150403182377,1,21,21,8,7,57,0,TRUE,0.7655238690849632
neg_radgrad__lutz_species_site,median,-10.129999999999995,0.39055745430115374,0.915315040318238,1,21,21,7,8,57,0,TRUE,0.7655238690849632
neg_radgrad__lutz_species_site,mean,-0.5170258980785225,0.39055745430115374,0.915315040318238,1,21,21,7,8,57,0,TRUE,0.7655238690849632
neg_radgrad__lutz_species_site,otsu,-10.129999999999995,0.39055745430115374,0.915315040318238,1,21,21,7,8,57,0,TRUE,0.7655238690849632
radialgradient__lutz_species_site,median,10.129999999999995,0.39010975337715775,0.9147121828528005,1,22,20,8,7,57,0,TRUE,0.7652164593952053
radialgradient__lutz_species,median,-0.9136363636363853,0.3893176917446677,0.9147121828528005,1,22,20,8,7,57,0,TRUE,0.7649392378238338
radialgradient__lutz_species,mean,3.6337883218146465,0.3893176917446677,0.9147121828528005,1,22,20,8,7,57,0,TRUE,0.7649392378238338
neg_radgrad__lutz_species,mean,-3.6337883218146465,0.3893176917446677,0.9147121828528005,1,20,22,7,8,57,0,TRUE,0.7649392378238338
cv_x_absradgrad__product,q75,143.085306,0.45804642165652043,0.8175587899430385,1,32,10,4,11,57,0,TRUE,0.7647059450655417
gini_x_abscma__product,gmm,0.03942663036999524,0.4185191485781713,0.8722426448231455,1,15,27,11,4,57,0,TRUE,0.7645423632081463
abs_radgrad__raw,q75,258.52,0.46102634655114266,0.8127322669497373,1,33,9,5,10,57,0,TRUE,0.7645422880303342
abs_radgrad__lutz_global,q75,58.26833333333332,0.46102634655114266,0.8127322669497373,1,33,9,5,10,57,0,TRUE,0.7645422880303342
cv__species_site_znorm,q75,0.3492773784729587,0.47884499533566277,0.7863759325044737,1,35,7,7,8,57,0,TRUE,0.7641897314936004
neg_radgrad__site_znorm,otsu,0.36651869717390817,0.44023119730962107,0.8395888430003435,1,29,13,3,12,57,0,TRUE,0.7639781298084533
neg_radgrad__site_znorm,gmm,0.38796583063601314,0.44023119730962107,0.8395888430003435,1,29,13,3,12,57,0,TRUE,0.7639781298084533
radialgradient__site_znorm,otsu,-0.36651869717390817,0.44023119730962107,0.8395888430003434,1,13,29,12,3,57,0,TRUE,0.7639781298084531
radialgradient__site_znorm,gmm,-0.38752217673451583,0.44023119730962107,0.8395888430003434,1,13,29,12,3,57,0,TRUE,0.7639781298084531
gini_x_absradgrad__product_species_znorm,q75,0.5066671424150176,0.45895136909883855,0.8127322669497373,1,33,9,5,10,57,0,TRUE,0.7638160459220278
PC1__pca_raw,gmm,-0.9930204892102151,0.43287414805421387,0.8491385733603433,1,11,31,9,6,57,0,TRUE,0.7637905951590606
PC4__pca_species_norm,mean,7.761822373914471e-16,0.38846365642278063,0.9113120463360942,1,22,20,6,9,57,0,TRUE,0.7637902913319967
PC1__pca_raw,median,0.06113432128587001,0.4039836782134989,0.8888002891150057,1,18,24,4,11,57,0,TRUE,0.763594359653476
PC4__pca_species_norm,median,-0.057247740178753205,0.38725103859730425,0.9113120463360942,1,20,22,6,9,57,0,TRUE,0.76336587509308
abs_radgrad__site_znorm,gmm,0.7024146779634771,0.47706917336372356,0.7846249684198988,1,34,8,4,11,57,0,TRUE,0.7631304527822779
neg_radgrad__lutz_species,median,0.9136363636363853,0.3835373090465862,0.915315040318238,1,21,21,7,8,57,0,TRUE,0.7630668182458645
cv__species_znorm,mean,-1.1491782184716534e-16,0.41195516447622615,0.8748851110321095,1,28,14,10,5,57,0,TRUE,0.7629055853247065
